id,target
9477,1
9478,1
9479,1
9483,1
9487,1
9494,1
9497,0
9498,1
9506,0
9512,0
9514,0
9515,0
9516,1
9517,0
9518,0
9521,0
9523,1
9527,0
9528,0
9530,0
9532,0
9534,1
9535,0
9536,1
9543,0
9544,0
9545,0
9546,0
9549,1
9558,0
9560,0
9561,0
9570,0
9573,1
9578,1
9584,1
9587,1
9588,0
9599,0
9601,0
9604,0
9614,0
9615,0
9621,1
9622,1
9623,0
9624,1
9626,0
9628,0
9630,0
9631,0
9633,0
9635,1
9637,0
9641,0
9647,0
9648,0
9649,0
9658,0
9662,1
9668,0
9671,1
9676,0
9677,1
9679,1
9682,1
9685,0
9689,0
9692,0
9693,1
9694,1
9696,1
9700,1
9711,0
9713,1
9720,1
9721,0
9725,0
9726,0
9727,0
9735,0
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,1
9767,1
9768,0
9773,0
9777,1
9781,1
9784,1
9786,0
9789,1
9792,1
9793,1
9798,1
9799,1
9802,1
9803,1
9804,1
9805,0
9807,0
9809,1
9811,0
9814,0
9817,0
9821,0
9824,0
9825,0
9827,1
9839,0
9840,0
9843,1
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,1
9856,1
9863,0
9867,0
9871,0
9876,0
9879,0
9882,1
9891,0
9892,1
9893,0
9895,1
9899,0
9900,0
9902,1
9903,1
9904,0
9908,1
9913,1
9914,1
9917,0
9922,1
9924,1
9926,0
9927,0
9928,0
9929,0
9936,1
9939,0
9947,0
9951,1
9954,1
9956,1
9957,0
9959,0
9962,1
9964,0
9966,1
9968,0
9969,1
9970,1
9975,0
9977,0
9981,0
9993,1
9996,1
9997,0
9999,0
10002,0
10007,1
10015,1
10019,1
10022,0
10024,0
10026,0
10033,0
10043,1
10046,0
10051,0
10053,0
10062,1
10063,1
10065,1
10068,1
10078,0
10086,1
10094,0
10095,1
10096,1
10097,1
10103,1
10104,1
10108,1
10122,1
10123,1
10128,1
10131,1
10133,0
10134,0
10135,1
10145,0
10148,1
10154,1
10155,1
10158,1
10160,1
10161,0
10162,1
10165,0
10166,0
10167,0
10170,1
10178,1
10180,0
10181,1
10185,1
10188,1
10190,0
10196,0
10200,1
10205,1
10211,1
10216,1
10219,0
10221,0
10225,0
10227,0
10228,0
10230,1
10232,0
10233,1
10235,1
10238,1
10240,0
10242,0
10248,0
10254,1
10257,1
10261,0
10262,0
10266,0
10267,1
10271,1
10277,0
10279,0
10281,1
10282,1
10285,0
10292,0
10298,0
10300,0
10309,0
10311,1
10312,0
10319,0
10324,1
10326,0
10328,1
10343,1
10346,0
10347,0
10353,0
10354,0
10356,0
10357,1
10362,0
10363,1
10370,1
10373,1
10386,1
10388,0
10389,0
10391,0
10397,0
10400,1
10403,0
10404,1
10408,1
10417,0
10425,0
10435,1
10437,1
10438,1
10440,1
10442,0
10447,1
10452,0
10453,1
10454,0
10459,0
10460,0
10463,1
10465,1
10469,1
10474,1
10475,1
10476,0
10477,0
10480,1
10491,0
10493,1
10494,0
10495,1
10497,1
10501,1
10504,1
10507,0
10509,1
10510,0
10512,1
10514,0
10526,1
10528,0
10530,0
10531,1
10532,1
10538,0
10539,0
10542,0
10547,0
10549,0
10556,1
10569,0
10572,0
10577,0
10579,0
10586,1
10594,0
10595,1
10597,0
10602,1
10604,1
10614,0
10617,0
10618,0
10619,0
10624,1
10633,1
10634,1
10635,1
10638,0
10639,0
10642,1
10643,0
10645,1
10646,0
10649,0
10652,1
10653,0
10654,0
10661,1
10664,1
10668,0
10670,1
10674,0
10683,1
10694,1
10697,0
10699,1
10701,0
10703,1
10713,0
10714,0
10716,0
10717,0
10719,0
10725,0
10728,0
10734,0
10738,0
10740,1
10742,1
10756,1
10757,0
10758,0
10761,1
10762,0
10773,1
10778,1
10781,0
10791,0
10792,0
10796,1
10797,0
10801,0
10804,0
10806,1
10807,0
10816,0
10820,1
10828,0
10836,1
10838,0
10845,0
10856,0
10857,1
10858,0
10861,1
10865,1
10868,0
10874,1
10875,1
